stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,vehicle_type
CHTEA1,,Château Des Comtes,45.55161600,5.98772140,,,0,1:CHTEA,0,3
CHTEA2,,Château Des Comtes,45.55159870,5.98769480,,,0,1:CHTEA,0,3
CHATL1,,Châtel,45.56211500,5.86097060,,,0,1:CHATL,0,3
CHATL2,,Châtel,45.56224700,5.86109290,,,0,1:CHATL,0,3
CIMET1,,Cimetière Chambéry,45.57606500,5.90586730,,,0,1:CIMET,0,3
CIMET2,,Cimetière Chambéry,45.57629020,5.90517340,,,0,1:CIMET,0,3
CLINI1,,Clinique,45.56223410,5.91870140,,,0,1:CLINI,0,3
CLINI2,,Clinique,45.56174450,5.91950940,,,0,1:CLINI,0,3
CLOFL1,,Clos Fleuri,45.59364890,5.87910440,,,0,1:CLOFL,0,3
CLOFL2,,Clos Fleuri,45.59294530,5.87983790,,,0,1:CLOFL,0,3
CLOFL5,,Clos Fleuri,45.59266830,5.87974650,,,0,1:CLOFL,0,3
CLSAV1,,Clos Savoiroux,45.56964930,5.92496770,,,0,1:CLSAV,0,3
CLSAV2,,Clos Savoiroux,45.56988860,5.92546790,,,0,1:CLSAV,0,3
CLUSA1,,Clusaz,45.59211120,5.94576510,,,0,1:CLUSA,0,3
CLUSA2,,Clusaz,45.59209990,5.94585430,,,0,1:CLUSA,0,3
CLEME1,,Clémenceau,45.56233340,5.90513470,,,0,1:CLEME,0,3
CLEME2,,Clémenceau,45.56213970,5.90495780,,,0,1:CLEME,0,3
CECOG1,,Cognin Centre,45.56123890,5.89831730,,,0,1:CECOG,0,3
CECOG2,,Cognin Centre,45.56118860,5.89817350,,,0,1:CECOG,0,3
COPLA1,,Col De Plainpalais,45.64471400,6.01497210,,,0,1:COPLA,0,3
COPLA2,,Col De Plainpalais,45.64479990,6.01513100,,,0,1:COPLA,0,3
CCOTR1,,College Côte Rousse,45.59256030,5.91887410,,,0,1:CCOTR,0,3
CCOTR2,,College Côte Rousse,45.59234640,5.91913230,,,0,1:CCOTR,0,3
PMAIS,,College De Maistre,45.58088990,5.95992590,,,0,1:PMAIS,0,3
CBORD,,College H. Bordeaux,45.56304240,5.89092010,,,0,1:CBORD,0,3
CBOIG1,,Collège De Boigne,45.59087780,5.88105240,,,0,1:CBOIG,0,3
CBOIG2,,Collège De Boigne,45.59155190,5.88076660,,,0,1:CBOIG,0,3
CMAIS1,,Collège De Maistre,45.58048170,5.95865940,,,0,1:CMAIS,0,3
CMAIS2,,Collège De Maistre,45.58017150,5.95948970,,,0,1:CMAIS,0,3
CBAUG,,Collège Des Bauges,45.68732080,6.13473780,,,0,1:CBAUG,0,3
CROST1,,Collège E. Rostand,45.56035340,5.96506380,,,0,1:CROST,0,3
CROST2,,Collège E. Rostand,45.56019070,5.96508070,,,0,1:CROST,0,3
CSAND,,Collège G. Sand,45.60221090,5.86775220,,,0,1:CSAND,0,3
CMERM,,Collège J. Mermoz,45.56859960,5.97409250,,,0,1:CMERM,0,3
CMERM1,,Collège J. Mermoz,45.56898280,5.97507070,,,0,1:CMERM,0,3
CMERM2,,Collège J. Mermoz,45.56852570,5.97395560,,,0,1:CMERM,0,3
MERMZ1,,Collège J. Mermoz,45.57102990,5.97501370,,,0,1:MERMZ,0,3
MERMZ2,,Collège J. Mermoz,45.57080290,5.97507850,,,0,1:MERMZ,0,3
CSTFR1,,Collège St François,45.56872110,5.92635560,,,0,1:CSTFR,0,3
CSTFR2,,Collège St François,45.56862440,5.92695350,,,0,1:CSTFR,0,3
COVIL,,Collège Villette,45.55156200,5.95158850,,,0,1:COVIL,0,3
CVERT1,,Combe Verte,45.59672080,5.90610340,,,0,1:CVERT,0,3
CVERT2,,Combe Verte,45.59721940,5.90598840,,,0,1:CVERT,0,3
COMBL1,,Combelle,45.53709620,5.94758750,,,0,1:COMBL,0,3
COMBL2,,Combelle,45.53710730,5.94751120,,,0,1:COMBL,0,3
CONDE1,,Condemine,45.56419990,6.03830400,,,0,1:CONDE,0,3
CONDE2,,Condemine,45.56420340,6.03817590,,,0,1:CONDE,0,3
CORNI1,,Corniolles,45.57737030,5.97888280,,,0,1:CORNI,0,3
CORNI2,,Corniolles,45.57729700,5.97893020,,,0,1:CORNI,0,3
COUBE1,,Coubertin,45.57904120,5.91098920,,,0,1:COUBE,0,3
COUBE2,,Coubertin,45.57820790,5.90976490,,,0,1:COUBE,0,3
COVET1,,Covet,45.56619060,5.91520210,,,0,1:COVET,0,3
COVET2,,Covet,45.56610300,5.91545410,,,0,1:COVET,0,3
CREUS1,,Creusettes,45.60034530,5.94412330,,,0,1:CREUS,0,3
CREUS2,,Creusettes,45.60033420,5.94419980,,,0,1:CREUS,0,3
CRLOU1,,Creux Du Loup,45.58885110,5.91666370,,,0,1:CRLOU,0,3
CRLOU2,,Creux Du Loup,45.58907710,5.91663710,,,0,1:CRLOU,0,3
CRXBI1,,Croix De Bissy,45.58204260,5.88720170,,,0,1:CRXBI,0,3
CRXBI2,,Croix De Bissy,45.58267610,5.88674710,,,0,1:CRXBI,0,3
CXBRU1,,Croix De La Brune,45.55931820,5.94136750,,,0,1:CXBRU,0,3
CXBRU2,,Croix De La Brune,45.55923890,5.94129920,,,0,1:CXBRU,0,3
CRET1,,Crêt,45.62367300,5.91547980,,,0,1:CRET,0,3
CRET2,,Crêt,45.62368400,5.91540330,,,0,1:CRET,0,3
CUIAL1,,Curial,45.56407390,5.92418610,,,0,1:CUIAL,0,3
CUIAL2,,Curial,45.56404360,5.92431280,,,0,1:CUIAL,0,3
CURIA1,,Curiaz,45.59408480,5.94610110,,,0,1:CURIA,0,3
CURIA2,,Curiaz,45.59409150,5.94619130,,,0,1:CURIA,0,3
CURCL1,,Curienne Chef-Lieu,45.56610030,6.00920840,,,0,1:CURCL,0,3
CURCL2,,Curienne Chef-Lieu,45.56620820,6.00888070,,,0,1:CURCL,0,3
CURTE1,,Curtet,45.61922950,5.94836320,,,0,1:CURTE,0,3
CURTE2,,Curtet,45.61921780,5.94846530,,,0,1:CURTE,0,3
CURTI1,,Curtillet,45.54204540,5.91366370,,,0,1:CURTI,0,3
CURTI2,,Curtillet,45.54192540,5.91342660,,,0,1:CURTI,0,3
CESOL1,,Césolet,45.54810050,5.90043920,,,0,1:CESOL,0,3
CESOL2,,Césolet,45.54813080,5.90031250,,,0,1:CESOL,0,3
CEVEN1,,Cévennes,45.58947950,5.91918660,,,0,1:PCEVE,0,3
CEVEN2,,Cévennes,45.58935820,5.91900060,,,0,1:PCEVE,0,3
COTEA1,,Côteau,45.57657810,5.98293350,,,0,1:COTEA,0,3
COTEA2,,Côteau,45.57648910,5.98289020,,,0,1:COTEA,0,3
DARDL1,,Dardel,45.59965170,5.91575610,,,0,1:DARDL,0,3
DARDL2,,Dardel,45.59966140,5.91607750,,,0,1:DARDL,0,3
DARDL3,,Dardel,45.59885820,5.91543200,,,0,1:DARDL,0,3
DARDL4,,Dardel,45.59910680,5.91557340,,,0,1:DARDL,0,3
DEGAC1,,De Gaulle,45.59396920,5.86904560,,,0,1:MOTTE,0,3
DEGAC2,,De Gaulle,45.59373790,5.86913470,,,0,1:MOTTE,0,3
DEGAU,,De Gaulle,45.59331450,5.87033370,,,0,1:MOTTE,0,3
DEBUS1,,Debussy,45.57166300,5.89067680,,,0,1:DEBUS,0,3
DEBUS2,,Debussy,45.57186200,5.89064870,,,0,1:DEBUS,0,3
DMONT1,,Domaine Des Monts,45.58002170,5.92493770,,,0,1:DMONT,0,3
DMONT2,,Domaine Des Monts,45.58043760,5.92488260,,,0,1:DMONT,0,3
DOUAN1,,Douanes,45.59161550,5.88741810,,,0,1:DOUAN,0,3
DOUAN2,,Douanes,45.59182620,5.88763440,,,0,1:DOUAN,0,3
CLECO1,,Ecole Chef-Lieu,45.65032250,6.16643720,,,0,1:CLECO,0,3
CLECO2,,Ecole Chef-Lieu,45.65037930,6.16633760,,,0,1:CLECO,0,3
EBASSE,,Ecole du Chef-lieu,45.58195720,5.93951490,,,0,1:EBASSE,0,3
ESTAD1,,Ecole Du Stade,45.57444350,5.91037560,,,0,1:ESTAD,0,3
ESTAD2,,Ecole Du Stade,45.57439360,5.91056550,,,0,1:ESTAD,0,3
ESTJE1,,Ecole St Jean,45.59893840,5.86640200,,,0,1:ESTJE,0,3
ESTJE2,,Ecole St Jean,45.59924550,5.86672590,,,0,1:ESTJE,0,3
EFI1,,EFI,45.55593620,5.95075670,,,0,1:EFI,0,3
EFI2,,EFI,45.55572280,5.95098910,,,0,1:EFI,0,3
EGBAZ1,,Eglise Barberaz,45.55776070,5.93993810,,,0,1:EGBAZ,0,3
EGBAZ2,,Eglise Barberaz,45.55732340,5.94012010,,,0,1:EGBAZ,0,3
EGCHA1,,Eglise Challes,45.54709310,5.98159120,,,0,1:EGCHA,0,3
EGCHA2,,Eglise Challes,45.54707630,5.98188520,,,0,1:EGCHA,0,3
EGCOG1,,Eglise Cognin,45.56257720,5.89358960,,,0,1:EGCOG,0,3
EGCOG2,,Eglise Cognin,45.56279890,5.89372950,,,0,1:EGCOG,0,3
EGBAL1,,Eglise St Baldoph,45.53778620,5.95013740,,,0,1:EGBAL,0,3
EGBAL2,,Eglise St Baldoph,45.53786280,5.95030810,,,0,1:EGBAL,0,3
EMAUS1,,Emmaüs,45.60162450,5.88398600,,,0,1:EMAUS,0,3
EMAUS2,,Emmaüs,45.60175960,5.88328700,,,0,1:EMAUS,0,3
ENTRN1,,Entrenants,45.54981850,6.04160740,,,0,1:ENTRN,0,3
ENTRN2,,Entrenants,45.55040260,6.04166510,,,0,1:ENTRN,0,3
EPNET1,,Epinettes,45.56681810,5.97072090,,,0,1:EPNET,0,3
EPNET2,,Epinettes,45.56671260,5.97027900,,,0,1:EPNET,0,3
ZAERI1,,Erier,45.59923140,5.88664690,,,0,1:ZAERI,0,3
ZAERI2,,Erier,45.59933780,5.88671660,,,0,1:ZAERI,0,3
ESCLA1,,Esclangon,45.59067310,5.89358080,,,0,1:ESCLA,0,3
ESCLA2,,Esclangon,45.59071330,5.89306950,,,0,1:ESCLA,0,3
FENES1,,Fenestroz,45.57230100,6.03230690,,,0,1:FENES,0,3
FENES2,,Fenestroz,45.57220370,6.03223740,,,0,1:FENES,0,3
FICOL1,,Ficologne,45.53403780,5.95629750,,,0,1:FICOL,0,3
FICOL2,,Ficologne,45.53403950,5.95623350,,,0,1:FICOL,0,3
FOLAZ1,,Follaz,45.58155500,5.90298550,,,0,1:FOLAZ,0,3
FOLAZ2,,Follaz,45.58163300,5.90310510,,,0,1:FOLAZ,0,3
FONTN1,,Fontaines,45.60808000,5.94778260,,,0,1:FONTN,0,3
FONTN2,,Fontaines,45.60812400,5.94782340,,,0,1:FONTN,0,3
FANET1,,Fontanettes,45.57896490,5.90418440,,,0,1:FANET,0,3
FANET2,,Fontanettes,45.57937220,5.90411590,,,0,1:FANET,0,3
FORGE1,,Forgerie,45.55974580,5.89541720,,,0,1:FORGE,0,3
FORGE2,,Forgerie,45.55989480,5.89557900,,,0,1:FORGE,0,3
FORET1,,Forêt,45.54493370,5.97433200,,,0,1:FORET,0,3
FORET2,,Forêt,45.54517310,5.97481930,,,0,1:FORET,0,3
FOUGE1,,Fougères,45.62634580,5.90795340,,,0,1:FOUGE,0,3
FOUGE2,,Fougères,45.62647680,5.90811440,,,0,1:FOUGE,0,3
FRAMB1,,Framboisiers,45.54401600,5.98209260,,,0,1:FRAMB,0,3
FRAMB2,,Framboisiers,45.54396300,5.98273090,,,0,1:FRAMB,0,3
FRENO1,,Freno,45.53375520,5.94544830,,,0,1:FRENO,0,3
FRENO2,,Freno,45.53378090,5.94550100,,,0,1:FRENO,0,3
FRETE1,,Frettey,45.57670290,5.96732420,,,0,1:FRETE,0,3
FEJAZ1,,Féjaz,45.57141880,5.96541190,,,0,1:FEJAZ,0,3
FEJAZ2,,Féjaz,45.57140460,5.96595000,,,0,1:FEJAZ,0,3
GABEL1,,Gabelle,45.53684210,5.99161860,,,0,1:GABEL,0,3
GABEL2,,Gabelle,45.53618840,5.99180130,,,0,1:GABEL,0,3
GALIO1,,Galion,45.57476580,5.94504860,,,0,1:GALIO,0,3
GALIO2,,Galion,45.57461410,5.94498920,,,0,1:GALIO,0,3
GALOP1,,Galoppe,45.54484990,5.98631810,,,0,1:GALOP,0,3
GALOP2,,Galoppe,45.54471830,5.98618280,,,0,1:GALOP,0,3
GAMBE1,,Gambetta,45.57357590,5.91673250,,,0,1:GAMBE,0,3
GAMBE2,,Gambetta,45.57349480,5.91603540,,,0,1:GAMBE,0,3
GARAT1,,Garatte,45.56657160,5.93483760,,,0,1:GARAT,0,3
GARAT2,,Garatte,45.56671110,5.93570450,,,0,1:GARAT,0,3
GARE1,,Gare,45.56998860,5.91989220,,,0,1:GARE,0,3
GARE2,,Gare,45.57038780,5.91978500,,,0,1:GARE,0,3
CASSI1,,Gare Cassine,45.57073350,5.92070130,,,0,1:CASSI,0,3
CASSI2,,Gare Cassine,45.57111040,5.92075960,,,0,1:CASSI,0,3
GRAIX1,,Gare d'Aix les Bains,45.68872700,5.90940710,,,0,1:GRAIX,0,3
GRAIX2,,Gare d'Aix les Bains,45.68793280,5.90980250,,,0,1:GRAIX,0,3
DUCS1,,Gare Ducs,45.56790830,5.92227150,,,0,1:DUCS,0,3
DUCS2,,Gare Ducs,45.56820590,5.92226160,,,0,1:DUCS,0,3
RECLU1,,Gare Reclus,45.57198130,5.92157530,,,0,1:RECLU,0,3
RECLU2,,Gare Reclus,45.57212260,5.92168540,,,0,1:RECLU,0,3
GROUT,,Gare Routière,45.56995550,5.91735020,,,0,1:GROUT,0,3
GAREN1,,Garennes,45.53459560,5.94432620,,,0,1:GAREN,0,3
GAREN2,,Garennes,45.53460600,5.94427540,,,0,1:GAREN,0,3
GENDA1,,Gendarmerie,45.60104010,5.91434010,,,0,1:GENDA,0,3
GENDA2,,Gendarmerie,45.60132840,5.91434240,,,0,1:GENDA,0,3
GLECL1,,General Leclerc,45.70257770,5.91251490,,,0,1:GLECL,0,3
GLECL2,,General Leclerc,45.70268400,5.91258480,,,0,1:GLECL,0,3
GIROD1,,Girod,45.58641160,5.88409270,,,0,1:GIROD,0,3
GIROD2,,Girod,45.58650920,5.88414910,,,0,1:GIROD,0,3
GOLF1,,Golf,45.66607260,5.90874300,,,0,1:GOLF,0,3
GOLF2,,Golf,45.66484120,5.90869120,,,0,1:GOLF,0,3
GOLER1,,Goléron,45.60084600,5.90965730,,,0,1:GOLER,0,3
GOLER2,,Goléron,45.60087840,5.91014680,,,0,1:GOLER,0,3
GONRA1,,Gonrat,45.57471200,5.93746270,,,0,1:GONRAA,0,3
GONRA2,,Gonrat,45.57515250,5.93819170,,,0,1:GONRAD,0,3
GOTTE1,,Gotteland,45.54808250,5.93753980,,,0,1:GOTTE,0,3
GOTTE2,,Gotteland,45.54803550,5.93761420,,,0,1:GOTTE,0,3
CHYME1,,Grand Chambéry,45.59817410,5.89552570,,,0,1:CHYME,0,3
CHYME2,,Grand Chambéry,45.59853470,5.89517230,,,0,1:CHYME,0,3
GDVER1,,Grand Verger,45.58030940,5.90898980,,,0,1:GDVER,0,3
GDVER2,,Grand Verger,45.58103970,5.90897680,,,0,1:GDVER,0,3
GRANG1,,Grangeat,45.55924020,5.90522920,,,0,1:GRANGD,0,3
GRANG2,,Grangeat,45.55916450,5.90502000,,,0,1:GRANGA,0,3
GRENE1,,Grenette,45.56541020,5.91680320,,,0,1:GRENE,0,3
GRENE2,,Grenette,45.56546280,5.91651090,,,0,1:GRENE,0,3
GRIGN1,,Grignon,45.53310740,5.89027030,,,0,1:GRIGN,0,3
GRIGN2,,Grignon,45.53295760,5.89083940,,,0,1:GRIGN,0,3
HALLE1,,Halles,45.56701900,5.91835030,,,0,1:HALLES,0,3
HALLE2,,Halles,45.56674900,5.91798970,,,0,1:HALLES,0,3
LAMET,,Haut Des Lamettes,45.52897440,5.94495090,,,0,1:LAMET,0,3
HSALB1,,Hauts De St Alban,45.59544840,5.94392730,,,0,1:HSALB,0,3
HSALB2,,Hauts De St Alban,45.59546500,5.94397950,,,0,1:HSALB,0,3
HERMI1,,Hermitage,45.58558750,5.92331930,,,0,1:HERMI,0,3
HERMI2,,Hermitage,45.58584050,5.92329410,,,0,1:HERMI,0,3
HOPBI1,,Hopital Biset,45.56441620,5.91482660,,,0,1:HOPBI,0,3
HOPBI2,,Hopital Biset,45.56414620,5.91481240,,,0,1:HOPBI,0,3
HORIZ1,,Horizon,45.59112210,5.91630840,,,0,1:HORIZ,0,3
HORIZ2,,Horizon,45.59110640,5.91656430,,,0,1:HORIZ,0,3
HYERE1,,Hyères,45.57313130,5.90711200,,,0,1:HYERR,0,3
HYERE2,,Hyères,45.57358100,5.90574990,,,0,1:HYERS,0,3
HOBAS1,,Hôpital Bassens,45.57739260,5.93970910,,,0,1:HOBAS,0,3
HOBAS2,,Hôpital Bassens,45.57758620,5.93988620,,,0,1:HOBAS,0,3
CHOSP1,,Hôpital Maché,45.56410100,5.91238550,,,0,1:CHOSP,0,3
CHOSP2,,Hôpital Maché,45.56429320,5.91088190,,,0,1:CHOSP,0,3
POLIC1,,Hôtel De Police,45.57478100,5.91647510,,,0,1:POLIC,0,3
POLIC2,,Hôtel De Police,45.57544820,5.91611250,,,0,1:POLIC,0,3
INES1,,Ines Sud,45.64041290,5.87459950,,,0,1:INES,0,3
INES2,,Ines Sud,45.64068830,5.87475510,,,0,1:INES,0,3
JACQU1,,Jacques,45.55322790,5.93581150,,,0,1:JACQU,0,3
JACQU2,,Jacques,45.55313130,5.93571660,,,0,1:JACQU,0,3
JOPET1,,Joppet,45.56901890,5.93048960,,,0,1:JOPET,0,3
JOPET2,,Joppet,45.56904680,5.93114540,,,0,1:JOPET,0,3
JOVIN1,,Jovinal,45.55047040,5.87061690,,,0,1:JOVIN,0,3
JOVIN2,,Jovinal,45.55046410,5.87051400,,,0,1:JOVIN,0,3
LEVEQ1,,L'Evêque,45.53069010,5.91233650,,,0,1:LEVEQ,0,3
LEVEQ2,,L'Evêque,45.53058280,5.91230530,,,0,1:LEVEQ,0,3
LORAT1,,L'Oratoire,45.53345380,5.89326280,,,0,1:LORAT,0,3
LORAT2,,L'Oratoire,45.53321420,5.89312210,,,0,1:LORAT,0,3
LOREE1,,L'Orée Des Bois,45.59251720,5.87297480,,,0,1:LOREE,0,3
LOREE2,,L'Orée Des Bois,45.59257710,5.87345280,,,0,1:LOREE,0,3
LABAY1,,La Baye,45.70807310,5.91569820,,,0,1:LABAY,0,3
LABAY2,,La Baye,45.70810680,5.91579010,,,0,1:LABAY,0,3
LACAP1,,La Capite,45.55251960,5.93912150,,,0,1:LACAPD,0,3
LACAP2,,La Capite,45.55243200,5.93902710,,,0,1:LACAPA,0,3
FRUIT1,,La Fruitière,45.58500840,6.03192420,,,0,1:FRUIT,0,3
FRUIT2,,La Fruitière,45.58497410,6.03185820,,,0,1:FRUIT,0,3
FECLA1,,La Féclaz,45.64431880,5.98382140,,,0,1:FECLA,0,3
GUILR1,,La Guillere,45.54118390,6.03733800,,,0,1:GUILR,0,3
LGUIL1,,La Guillère,45.54172350,6.03738040,,,0,1:LGUIL,0,3
LGUIL2,,La Guillère,45.54168440,6.03716030,,,0,1:LGUIL,0,3
CMOTT1,,La Motte Centre,45.59718190,5.87625870,,,0,1:CMOTT,0,3
CMOTT2,,La Motte Centre,45.59738270,5.87510110,,,0,1:CMOTT,0,3
LASCI1,,La Scie,45.53817720,6.05715180,,,0,1:LASCI,0,3
THUIL1,,La Thuile Chef-Lieu,45.53330210,6.05483150,,,0,1:THUIL,0,3
TISSO1,,La Tissot,45.57108200,5.84565310,,,0,1:TISSO,0,3
TISSO2,,La Tissot,45.57120220,5.84589020,,,0,1:TISSO,0,3
TRAVE1,,La Traverse,45.64371840,5.86547030,,,0,1:TRAVE,0,3
TRAVE2,,La Traverse,45.64390450,5.86559560,,,0,1:TRAVE,0,3
LACHA1,,Lachat,45.61463130,5.94639780,,,0,1:LACHA,0,3
LACHA2,,Lachat,45.61465630,5.94647620,,,0,1:LACHA,0,3
LAITI1,,Laitière,45.58477690,5.88142820,,,0,1:LAITI,0,3
LAITI2,,Laitière,45.58484790,5.88147040,,,0,1:LAITI,0,3
LANDN1,,Landiers Nord,45.61233990,5.88813890,,,0,1:LANDN,0,3
LANDN2,,Landiers Nord,45.61253150,5.88804620,,,0,1:LANDN,0,3
LANDS1,,Landiers Sud,45.59650030,5.89788980,,,0,1:LANDS,0,3
LANDS2,,Landiers Sud,45.59694310,5.89748940,,,0,1:LANDS,0,3
LAVOI1,,Lavoisier,45.60238200,5.87763270,,,0,1:LAVOI,0,3
LAVOI2,,Lavoisier,45.60237010,5.87704150,,,0,1:LAVOI,0,3
LEBOI1,,Le Bois,45.56801420,6.02384850,,,0,1:LEBOI,0,3
LEBOI2,,Le Bois,45.56794850,6.02394750,,,0,1:LEBOI,0,3
BOYAT1,,Le Boyat,45.56142410,6.02060270,,,0,1:BOYAT,0,3
BOYAT2,,Le Boyat,45.56134040,6.02070070,,,0,1:BOYAT,0,3
CARRE1,,Le Carré,45.60638820,5.89182120,,,0,1:CARRE,0,3
CARRE2,,Le Carré,45.60666980,5.89173320,,,0,1:CARRE,0,3
CHLAR1,,Le Chatelard,45.54085090,5.89434110,,,0,1:CHLAR,0,3
CHLAR2,,Le Chatelard,45.54077220,5.89424720,,,0,1:CHLAR,0,3
CHATO1,,Le Château,45.54365570,5.86684040,,,0,1:CHATO,0,3
CHATO2,,Le Château,45.54368560,5.86672650,,,0,1:CHATO,0,3
CHENE1,,Le Chêne,45.54389170,5.89278140,,,0,1:CHENE,0,3
CHENE2,,Le Chêne,45.54400770,5.89282600,,,0,1:CHENE,0,3
CROUZ1,,Le Crouzat,45.53815480,6.05267520,,,0,1:CROUZ,0,3
FORNE1,,Le Fornet,45.55259620,6.01545300,,,0,1:FORNE,0,3
FORNE2,,Le Fornet,45.55254010,6.01552690,,,0,1:FORNE,0,3
FRENE1,,Le Freney,45.56024340,5.84952210,,,0,1:FRENE,0,3
FRENE2,,Le Freney,45.56029960,5.84943520,,,0,1:FRENE,0,3
PHARE1,,Le Phare,45.58359930,5.90128320,,,0,1:PHAR,0,3
PHARE2,,Le Phare,45.58402190,5.90097170,,,0,1:PHAR,0,3
PSNCF,,Le Pont,45.54599140,5.88541460,,,0,1:PSNCF,0,3
PONTE1,,Le Pontet,45.54403220,5.91276460,,,0,1:PONTE,0,3
PONTE2,,Le Pontet,45.54385660,5.91261760,,,0,1:PONTE,0,3
ROCHR1,,Le Rocher,45.70124660,6.12297450,,,0,1:ROCHR,0,3
ROCHR2,,Le Rocher,45.70122650,6.12305050,,,0,1:ROCHR,0,3
THET1,,Le Thêt,45.54032050,5.86159030,,,0,1:THET,0,3
THET2,,Le Thêt,45.54043110,5.86149340,,,0,1:THET,0,3
ALBER1,,Les Alberges,45.54347010,5.89690140,,,0,1:ALBER,0,3
ALBER2,,Les Alberges,45.54355210,5.89686720,,,0,1:ALBER,0,3
BONET1,,Les Bonnets,45.53555980,5.89335980,,,0,1:BONET,0,3
BONET2,,Les Bonnets,45.53546420,5.89322660,,,0,1:BONET,0,3
CERIS1,,Les Cerisiers,45.56723670,5.98009590,,,0,1:CERIS,0,3
CERIS2,,Les Cerisiers,45.56707010,5.97992020,,,0,1:CERIS,0,3
CLARI1,,Les Clarines,45.55416810,5.90345000,,,0,1:CLARI,0,3
CLARI2,,Les Clarines,45.55376900,5.90285190,,,0,1:CLARI,0,3
LECOV1,,Les Covets,45.56868930,6.00910520,,,0,1:LECOV,0,3
LECOV2,,Les Covets,45.56866370,6.00905250,,,0,1:LECOV,0,3
DESER,,Les Déserts Ch-Lieu,45.62059580,6.00972950,,,0,1:DESER,0,3
DESER1,,Les Déserts Ch-Lieu,45.62058090,6.00961310,,,0,1:DESER,0,3
FOURC1,,Les Fourches,45.54067700,5.91083490,,,0,1:FOURC,0,3
FOURC2,,Les Fourches,45.54072930,5.91090180,,,0,1:FOURC,0,3
FRASS,,Les Frasses,45.52829740,5.99237580,,,0,1:FRASS,0,3
MARTN1,,Les Martins,45.56365870,5.84631110,,,0,1:MARTN,0,3
MARTN2,,Les Martins,45.56368920,5.84617160,,,0,1:MARTN,0,3
MOLAS1,,Les Molasses,45.56197770,5.87235430,,,0,1:MOLAS,0,3
MOLAS2,,Les Molasses,45.56215350,5.87253020,,,0,1:MOLAS,0,3
LEMON1,,Les Monts,45.58224650,5.92912300,,,0,1:LEMOND,0,3
LEMON2,,Les Monts,45.58228820,5.92925350,,,0,1:LEMONA,0,3
MOULI1,,Les Moulins,45.59047060,5.87019920,,,0,1:MOULI,0,3
MOULI2,,Les Moulins,45.59087210,5.87070770,,,0,1:MOULI,0,3
PACHO1,,Les Pachouds,45.55139910,6.03147170,,,0,1:PACHO,0,3
PACHO2,,Les Pachouds,45.55130010,6.03146630,,,0,1:PACHO,0,3
PERIE1,,Les Perriers,45.54921050,5.87548910,,,0,1:PERIE,0,3
PERIE2,,Les Perriers,45.54925320,5.87558110,,,0,1:PERIE,0,3
PLATO1,,Les Platons,45.54200320,5.89123390,,,0,1:PLATO,0,3
PLATO2,,Les Platons,45.54190720,5.89111350,,,0,1:PLATO,0,3
PONCE1,,Les Poncets,45.55419570,6.04002610,,,0,1:PONCE,0,3
PONCE2,,Les Poncets,45.55419850,6.03992370,,,0,1:PONCE,0,3
ROUTE1,,Les Routes,45.61168750,5.94594590,,,0,1:ROUTE,0,3
ROUTE2,,Les Routes,45.61160950,5.94582620,,,0,1:ROUTE,0,3
LTHER1,,Les Thermes,45.58580740,5.98387950,,,0,1:LTHER,0,3
LTHER2,,Les Thermes,45.58575620,5.98377400,,,0,1:LTHER,0,3
LVILA1,,Les Villards,45.58600130,6.00130540,,,0,1:LVILA,0,3
LVILA2,,Les Villards,45.58590200,6.00131280,,,0,1:LVILA,0,3
YVROU1,,Les Yvrouds,45.57395780,5.84737880,,,0,1:YVROU,0,3
YVROU2,,Les Yvrouds,45.57379170,5.84681860,,,0,1:YVROU,0,3
LEYSS1,,Leysse,45.57594610,5.97413560,,,0,1:LEYSS,0,3
LEYSS2,,Leysse,45.57587550,5.97408050,,,0,1:LEYSS,0,3
LONGE1,,Longefand,45.57638680,5.94336400,,,0,1:LONGE,0,3
LONGE2,,Longefand,45.57646920,5.94297060,,,0,1:LONGE,0,3
LPNIV1,,LP Nivolet,45.57087800,5.97087430,,,0,1:LPNIV,0,3
LPNIV2,,LP Nivolet,45.57097040,5.97146940,,,0,1:LPNIV,0,3
LYAGR1,,Lycée Agricole,45.56520480,5.89338040,,,0,1:LYAGR,0,3
LYAGR2,,Lycée Agricole,45.56533580,5.89354120,,,0,1:LYAGR,0,3
LYGRA1,,Lycée Du Granier,45.55124940,5.96960460,,,0,1:LYGRAD,0,3
LYGRA2,,Lycée Du Granier,45.55079570,5.96972140,,,0,1:LYGRAA,0,3
LYGRA,,Lycée Granier (Park),45.55113330,5.96820040,,,0,1:LYGRA,0,3
LYARM,,Lycée Louis Armand,45.59497430,5.92029760,,,0,1:LYARM,0,3
LELIA1,,Lélia,45.55831840,5.93653000,,,0,1:LELIA,0,3
LELIA2,,Lélia,45.55853700,5.93609260,,,0,1:LELIA,0,3
LEMEN1,,Lémenc,45.57486950,5.92312610,,,0,1:LEMEN,0,3
LEMEN2,,Lémenc,45.57508950,5.92333020,,,0,1:LEMEN,0,3
MADEL1,,Madeleine,45.56527270,5.94899580,,,0,1:MADEL,0,3
MADEL2,,Madeleine,45.56521180,5.94891560,,,0,1:MADEL,0,3
MBIOL1,,Mairie Biollay,45.55981250,5.90330940,,,0,1:MBIOL,0,3
